path,kind,sensitive,bytes,sha256,feature_tags
(MEmu).txt,root_text,true,20,465c38fa84f44b81a470a8035a593b2521dc615b6661f375f92a5248097fa4ea,
code.txt,root_text,true,362,07c96d02c723f76c9b7fa083ca282391ce34089c4aa24144dfa4ca399a57dffb,
luufile/KEYTAB.txt,directory_data,true,36,19efa6d43908c5bdcbebac4d1116e1274a4ca1216124cd9e446c9186f53f424d,
luufile/TAIKHOAN_DANGNHAP_AUTO.txt,directory_data,true,9,a00b75535e7a25f5adb667b4f5496144df16052ecaa1112e41b3ed6b407977ff,account_login;storage
luufile/TONGHOP_KEYTAB.txt,directory_data,true,280,775ebb320a6df52b24e8f76691b33fa82ba1d4bdcba00e5b652b75fd26a22b5d,
toadoluu.txt,root_text,false,10,2186502ec57480b21f5e42fff021f78c3d8ed2a5a3a5b02ed2546ec774dfc776,travel_navigation
