assembly,rid,declaring_type,name,flags,feature_tags
Auto_ThanLong_obfusca.exe,135,KhungCode_Auto.AccountInfo,_toadoY,0x0001,travel_navigation
Auto_ThanLong_obfusca.exe,136,KhungCode_Auto.AccountInfo,_FileLoginPath,0x0001,
Auto_ThanLong_obfusca.exe,137,KhungCode_Auto.AccountInfo,_DataTho,0x0001,
Auto_ThanLong_obfusca.exe,138,KhungCode_Auto.AccountInfo,_Password,0x0001,
Auto_ThanLong_obfusca.exe,139,KhungCode_Auto.AccountInfo,_Status,0x0001,
Auto_ThanLong_obfusca.exe,140,KhungCode_Auto.AccountInfo,_STT,0x0001,
Auto_ThanLong_obfusca.exe,141,KhungCode_Auto.AccountInfo,_Color,0x0001,
Auto_ThanLong_obfusca.exe,142,KhungCode_Auto.AccountInfo,_EStatus,0x0001,
Auto_ThanLong_obfusca.exe,143,KhungCode_Auto.AccountInfo,_IsSelected,0x0001,
Auto_ThanLong_obfusca.exe,144,KhungCode_Auto.CorinateStatus,<status>k__BackingField,0x0001,
Auto_ThanLong_obfusca.exe,145,KhungCode_Auto.CorinateStatus,<request>k__BackingField,0x0001,
Auto_ThanLong_obfusca.exe,146,KhungCode_Auto.DeviceInfo,PropertyChanged,0x0001,
Auto_ThanLong_obfusca.exe,147,KhungCode_Auto.DeviceInfo,_ImageScreen,0x0001,vision_perception
Auto_ThanLong_obfusca.exe,148,KhungCode_Auto.DeviceInfo,_phanloaithucan,0x0001,pet_mount
Auto_ThanLong_obfusca.exe,149,KhungCode_Auto.DeviceInfo,_catdovaokho,0x0001,storage
Auto_ThanLong_obfusca.exe,150,KhungCode_Auto.DeviceInfo,_x2,0x0001,
Auto_ThanLong_obfusca.exe,151,KhungCode_Auto.DeviceInfo,_sttTEAM,0x0001,
Auto_ThanLong_obfusca.exe,152,KhungCode_Auto.DeviceInfo,_dichuyen,0x0001,travel_navigation
Auto_ThanLong_obfusca.exe,153,KhungCode_Auto.DeviceInfo,_fullpt,0x0001,
Auto_ThanLong_obfusca.exe,154,KhungCode_Auto.DeviceInfo,_coitemphu,0x0001,
Auto_ThanLong_obfusca.exe,155,KhungCode_Auto.DeviceInfo,_coitemngua,0x0001,
Auto_ThanLong_obfusca.exe,156,KhungCode_Auto.DeviceInfo,_TRANGTHAI_THUYLAO,0x0001,activity_thuylao
Auto_ThanLong_obfusca.exe,157,KhungCode_Auto.DeviceInfo,_TRANGTHAITIMACTAC,0x0001,activity_actac
Auto_ThanLong_obfusca.exe,158,KhungCode_Auto.DeviceInfo,_TRANGTHAI_TRUNGAC,0x0001,
Auto_ThanLong_obfusca.exe,159,KhungCode_Auto.DeviceInfo,_isTA,0x0001,
Auto_ThanLong_obfusca.exe,160,KhungCode_Auto.DeviceInfo,_TRANGTHAI_TRAIN,0x0001,
Auto_ThanLong_obfusca.exe,161,KhungCode_Auto.DeviceInfo,_TRANGTHAI_CHINHTUYEN,0x0001,
Auto_ThanLong_obfusca.exe,162,KhungCode_Auto.DeviceInfo,_TRANGTHAI_ACTAC,0x0001,activity_actac
Auto_ThanLong_obfusca.exe,163,KhungCode_Auto.DeviceInfo,_slmisstrungac,0x0001,
Auto_ThanLong_obfusca.exe,164,KhungCode_Auto.DeviceInfo,_sldisgame,0x0001,
Auto_ThanLong_obfusca.exe,165,KhungCode_Auto.DeviceInfo,_slCAPTCHA,0x0001,captcha
Auto_ThanLong_obfusca.exe,166,KhungCode_Auto.DeviceInfo,_tenmaptrain,0x0001,train_combat
Auto_ThanLong_obfusca.exe,167,KhungCode_Auto.DeviceInfo,_toado_actac,0x0001,activity_actac;travel_navigation
Auto_ThanLong_obfusca.exe,168,KhungCode_Auto.DeviceInfo,_isKEY,0x0001,
Auto_ThanLong_obfusca.exe,169,KhungCode_Auto.DeviceInfo,_isKO,0x0001,
Auto_ThanLong_obfusca.exe,170,KhungCode_Auto.DeviceInfo,_QuestThread,0x0001,core_orchestration;quest_level
Auto_ThanLong_obfusca.exe,171,KhungCode_Auto.DeviceInfo,_CheckQuestThread,0x0001,core_orchestration;quest_level
Auto_ThanLong_obfusca.exe,172,KhungCode_Auto.DeviceInfo,_IsSelectAllQuest,0x0001,quest_level
Auto_ThanLong_obfusca.exe,173,KhungCode_Auto.DeviceInfo,_CurrentAccountIndex,0x0001,
Auto_ThanLong_obfusca.exe,174,KhungCode_Auto.DeviceInfo,_Quest,0x0001,quest_level
Auto_ThanLong_obfusca.exe,175,KhungCode_Auto.DeviceInfo,_Accounts,0x0001,
Auto_ThanLong_obfusca.exe,176,KhungCode_Auto.DeviceInfo,_DeviceHandle,0x0001,
Auto_ThanLong_obfusca.exe,177,KhungCode_Auto.DeviceInfo,_DeviceID,0x0001,
Auto_ThanLong_obfusca.exe,178,KhungCode_Auto.DeviceInfo,_IsSelected,0x0001,
Auto_ThanLong_obfusca.exe,179,KhungCode_Auto.DeviceInfo,_DeviceName,0x0001,
Auto_ThanLong_obfusca.exe,180,KhungCode_Auto.DeviceInfo,_Status,0x0001,
Auto_ThanLong_obfusca.exe,181,KhungCode_Auto.DeviceInfo,_IsRuningQuest,0x0001,quest_level
Auto_ThanLong_obfusca.exe,182,KhungCode_Auto.DeviceInfo,_taikhoan,0x0001,account_login
Auto_ThanLong_obfusca.exe,183,KhungCode_Auto.DeviceInfo,_cumsv,0x0001,
Auto_ThanLong_obfusca.exe,184,KhungCode_Auto.DeviceInfo,_matkhau,0x0001,account_login
Auto_ThanLong_obfusca.exe,185,KhungCode_Auto.DeviceInfo,_sever,0x0001,
Auto_ThanLong_obfusca.exe,186,KhungCode_Auto.DeviceInfo,_DIS,0x0001,
Auto_ThanLong_obfusca.exe,187,KhungCode_Auto.DeviceInfo,_toadoX,0x0001,travel_navigation
Auto_ThanLong_obfusca.exe,188,KhungCode_Auto.DeviceInfo,_toadoY,0x0001,travel_navigation
Auto_ThanLong_obfusca.exe,189,KhungCode_Auto.DeviceInfo,_toadoclickX,0x0001,travel_navigation
Auto_ThanLong_obfusca.exe,190,KhungCode_Auto.DeviceInfo,_toadoTRENBANG,0x0001,travel_navigation
Auto_ThanLong_obfusca.exe,191,KhungCode_Auto.DeviceInfo,_Color,0x0001,
Auto_ThanLong_obfusca.exe,192,KhungCode_Auto.DeviceInfo,_EStatus,0x0001,
Auto_ThanLong_obfusca.exe,193,KhungCode_Auto.DeviceInfo,_toado1,0x0001,travel_navigation
Auto_ThanLong_obfusca.exe,194,KhungCode_Auto.EStatus,value__,0x0606,
Auto_ThanLong_obfusca.exe,195,KhungCode_Auto.EStatus,NONE,0x8056,
Auto_ThanLong_obfusca.exe,196,KhungCode_Auto.EStatus,RUNNING,0x8056,
Auto_ThanLong_obfusca.exe,197,KhungCode_Auto.EStatus,DONE,0x8056,
Auto_ThanLong_obfusca.exe,198,KhungCode_Auto.item,versionField,0x0001,
Auto_ThanLong_obfusca.exe,199,KhungCode_Auto.item,urlField,0x0001,
Auto_ThanLong_obfusca.exe,200,KhungCode_Auto.item,changelogField,0x0001,
Auto_ThanLong_obfusca.exe,201,KhungCode_Auto.item,mandatoryField,0x0001,
Auto_ThanLong_obfusca.exe,202,KhungCode_Auto.LogIn,password,0x0021,
Auto_ThanLong_obfusca.exe,203,KhungCode_Auto.LogIn,username,0x0021,
Auto_ThanLong_obfusca.exe,204,KhungCode_Auto.LogIn,txbUserName,0x0003,
Auto_ThanLong_obfusca.exe,205,KhungCode_Auto.LogIn,pwdBox,0x0003,
Auto_ThanLong_obfusca.exe,206,KhungCode_Auto.LogIn,_contentLoaded,0x0001,
Auto_ThanLong_obfusca.exe,207,<>c,<>9,0x0036,
Auto_ThanLong_obfusca.exe,208,<>c,<>9__4_0,0x0016,
Auto_ThanLong_obfusca.exe,209,<>c__DisplayClass5_0,u,0x0006,
Auto_ThanLong_obfusca.exe,210,<>c__DisplayClass5_0,p,0x0006,
Auto_ThanLong_obfusca.exe,211,<>c__DisplayClass5_0,<>4__this,0x0006,
Auto_ThanLong_obfusca.exe,212,<>c__DisplayClass5_0,act,0x0006,
Auto_ThanLong_obfusca.exe,213,<<Button_Click>b__0>d,<>1__state,0x0006,
Auto_ThanLong_obfusca.exe,214,<<Button_Click>b__0>d,<>t__builder,0x0006,
Auto_ThanLong_obfusca.exe,215,<<Button_Click>b__0>d,<>4__this,0x0006,
Auto_ThanLong_obfusca.exe,216,<<Button_Click>b__0>d,<text>5__1,0x0001,
Auto_ThanLong_obfusca.exe,217,<<Button_Click>b__0>d,<res>5__2,0x0001,
Auto_ThanLong_obfusca.exe,218,<<Button_Click>b__0>d,<>s__3,0x0001,
Auto_ThanLong_obfusca.exe,219,<<Button_Click>b__0>d,<dispatcher>5__4,0x0001,
Auto_ThanLong_obfusca.exe,220,<<Button_Click>b__0>d,<action>5__5,0x0001,
Auto_ThanLong_obfusca.exe,221,<<Button_Click>b__0>d,<action2>5__6,0x0001,
Auto_ThanLong_obfusca.exe,222,<<Button_Click>b__0>d,<>u__1,0x0001,
Auto_ThanLong_obfusca.exe,223,KhungCode_Auto.LoginResponse,<access_token>k__BackingField,0x0001,auth_update
Auto_ThanLong_obfusca.exe,224,KhungCode_Auto.LoginResponse,<token_type>k__BackingField,0x0001,
Auto_ThanLong_obfusca.exe,225,KhungCode_Auto.LoginResponse,<expires_in>k__BackingField,0x0001,
Auto_ThanLong_obfusca.exe,226,KhungCode_Auto.LoginResponse,<userName>k__BackingField,0x0001,
Auto_ThanLong_obfusca.exe,227,KhungCode_Auto.LoginResponse,<LoginStamp>k__BackingField,0x0001,
Auto_ThanLong_obfusca.exe,228,KhungCode_Auto.LoginResponse,<issued>k__BackingField,0x0001,
Auto_ThanLong_obfusca.exe,229,KhungCode_Auto.LoginResponse,<expires>k__BackingField,0x0001,
Auto_ThanLong_obfusca.exe,230,KhungCode_Auto.MainWindow,PropertyChanged,0x0001,
Auto_ThanLong_obfusca.exe,231,KhungCode_Auto.MainWindow,_ListDevices,0x0001,
Auto_ThanLong_obfusca.exe,232,KhungCode_Auto.MainWindow,_Title_,0x0001,
Auto_ThanLong_obfusca.exe,233,KhungCode_Auto.MainWindow,_API,0x0001,
Auto_ThanLong_obfusca.exe,234,KhungCode_Auto.MainWindow,_DoanChat,0x0001,
Auto_ThanLong_obfusca.exe,235,KhungCode_Auto.MainWindow,_SelectedDevice,0x0001,
Auto_ThanLong_obfusca.exe,236,KhungCode_Auto.MainWindow,_IsHenGio,0x0001,scheduler
Auto_ThanLong_obfusca.exe,237,KhungCode_Auto.MainWindow,_Chuyendovaokho,0x0001,storage
Auto_ThanLong_obfusca.exe,238,KhungCode_Auto.MainWindow,_vitrigdX,0x0001,trade_transfer
Auto_ThanLong_obfusca.exe,239,KhungCode_Auto.MainWindow,_vitrigdY,0x0001,trade_transfer
Auto_ThanLong_obfusca.exe,240,KhungCode_Auto.MainWindow,_CHAT,0x0001,
Auto_ThanLong_obfusca.exe,241,KhungCode_Auto.MainWindow,_IDchat,0x0001,
Auto_ThanLong_obfusca.exe,242,KhungCode_Auto.MainWindow,_soluongdochoi,0x0001,consumable_shop
Auto_ThanLong_obfusca.exe,243,KhungCode_Auto.MainWindow,_guikb,0x0001,
Auto_ThanLong_obfusca.exe,244,KhungCode_Auto.MainWindow,_soluongthucan,0x0001,consumable_shop;pet_mount
Auto_ThanLong_obfusca.exe,245,KhungCode_Auto.MainWindow,_soluongmau,0x0001,consumable_shop
Auto_ThanLong_obfusca.exe,246,KhungCode_Auto.MainWindow,_soluongmana,0x0001,consumable_shop
Auto_ThanLong_obfusca.exe,247,KhungCode_Auto.MainWindow,_chinhtuyen5x,0x0001,quest_level
Auto_ThanLong_obfusca.exe,248,KhungCode_Auto.MainWindow,_muaitem,0x0001,consumable_shop
Auto_ThanLong_obfusca.exe,249,KhungCode_Auto.MainWindow,_slgiaicaptcha,0x0001,captcha
Auto_ThanLong_obfusca.exe,250,KhungCode_Auto.MainWindow,_giaicaptcha,0x0001,captcha
Auto_ThanLong_obfusca.exe,251,KhungCode_Auto.MainWindow,_x2,0x0001,
Auto_ThanLong_obfusca.exe,252,KhungCode_Auto.MainWindow,_loctrangbi,0x0001,inventory_sell
Auto_ThanLong_obfusca.exe,253,KhungCode_Auto.MainWindow,_autodungmau,0x0001,heal_buff
Auto_ThanLong_obfusca.exe,254,KhungCode_Auto.MainWindow,_phantramHP,0x0001,heal_buff
Auto_ThanLong_obfusca.exe,255,KhungCode_Auto.MainWindow,_macdolv1,0x0001,
Auto_ThanLong_obfusca.exe,256,KhungCode_Auto.MainWindow,_cleartrangbi,0x0001,inventory_sell
Auto_ThanLong_obfusca.exe,257,KhungCode_Auto.MainWindow,_banitem,0x0001,inventory_sell
Auto_ThanLong_obfusca.exe,258,KhungCode_Auto.MainWindow,_chayTBD,0x0001,activity_tbd
Auto_ThanLong_obfusca.exe,259,KhungCode_Auto.MainWindow,_CONNECT,0x0001,
Auto_ThanLong_obfusca.exe,260,KhungCode_Auto.MainWindow,_konhatnguyenlieu,0x0001,
Auto_ThanLong_obfusca.exe,261,KhungCode_Auto.MainWindow,_TEST,0x0001,
Auto_ThanLong_obfusca.exe,262,KhungCode_Auto.MainWindow,_locthucuoi,0x0001,pet_mount
Auto_ThanLong_obfusca.exe,263,KhungCode_Auto.MainWindow,_HDACTAC,0x0001,activity_actac
Auto_ThanLong_obfusca.exe,264,KhungCode_Auto.MainWindow,_LV10,0x0001,quest_level
Auto_ThanLong_obfusca.exe,265,KhungCode_Auto.MainWindow,_MAPACTAC,0x0001,activity_actac
Auto_ThanLong_obfusca.exe,266,KhungCode_Auto.MainWindow,_vitrigiaodich,0x0001,trade_transfer
Auto_ThanLong_obfusca.exe,267,KhungCode_Auto.MainWindow,_trangthaigd,0x0001,trade_transfer
Auto_ThanLong_obfusca.exe,268,KhungCode_Auto.MainWindow,_chuyenitem,0x0001,trade_transfer
Auto_ThanLong_obfusca.exe,269,KhungCode_Auto.MainWindow,_chuyenitemvang,0x0001,trade_transfer
Auto_ThanLong_obfusca.exe,270,KhungCode_Auto.MainWindow,_thuylao,0x0001,activity_thuylao
Auto_ThanLong_obfusca.exe,271,KhungCode_Auto.MainWindow,_chuyen,0x0001,
Auto_ThanLong_obfusca.exe,272,KhungCode_Auto.MainWindow,_locPT,0x0001,
Auto_ThanLong_obfusca.exe,273,KhungCode_Auto.MainWindow,_vutalltrangbi,0x0001,
Auto_ThanLong_obfusca.exe,274,KhungCode_Auto.MainWindow,_sukien,0x0001,
Auto_ThanLong_obfusca.exe,275,KhungCode_Auto.MainWindow,_TRAINLV,0x0001,
Auto_ThanLong_obfusca.exe,276,KhungCode_Auto.MainWindow,_autoPT,0x0001,party_follow
Auto_ThanLong_obfusca.exe,277,KhungCode_Auto.MainWindow,_AUTOLOGIN,0x0001,account_login
Auto_ThanLong_obfusca.exe,278,KhungCode_Auto.MainWindow,_getTK,0x0001,
Auto_ThanLong_obfusca.exe,279,KhungCode_Auto.MainWindow,_BAITRAIN_ALL,0x0001,train_combat
Auto_ThanLong_obfusca.exe,280,KhungCode_Auto.MainWindow,_BaiTrainSelected,0x0001,train_combat
Auto_ThanLong_obfusca.exe,281,KhungCode_Auto.MainWindow,_BaiTrainAll,0x0001,train_combat
Auto_ThanLong_obfusca.exe,282,KhungCode_Auto.MainWindow,_sellItem,0x0001,inventory_sell
Auto_ThanLong_obfusca.exe,283,KhungCode_Auto.MainWindow,_setupauto,0x0001,
Auto_ThanLong_obfusca.exe,284,KhungCode_Auto.MainWindow,_dungitemphu,0x0001,
Auto_ThanLong_obfusca.exe,285,KhungCode_Auto.MainWindow,_trainlevelNEW,0x0001,train_combat
Auto_ThanLong_obfusca.exe,286,KhungCode_Auto.MainWindow,_danhytrilieu,0x0001,heal_buff
Auto_ThanLong_obfusca.exe,287,KhungCode_Auto.MainWindow,_muaItem,0x0001,consumable_shop
Auto_ThanLong_obfusca.exe,288,KhungCode_Auto.MainWindow,_dungvang,0x0001,trade_transfer
Auto_ThanLong_obfusca.exe,289,KhungCode_Auto.MainWindow,_DUNGCODE,0x0001,captcha
Auto_ThanLong_obfusca.exe,290,KhungCode_Auto.MainWindow,_sttbaithuylao,0x0001,activity_thuylao
Auto_ThanLong_obfusca.exe,291,KhungCode_Auto.MainWindow,_TotalBTD,0x0001,
Auto_ThanLong_obfusca.exe,292,KhungCode_Auto.MainWindow,_SoLuongNhanVat,0x0001,
Auto_ThanLong_obfusca.exe,293,KhungCode_Auto.MainWindow,_MaxTBD,0x0001,
Auto_ThanLong_obfusca.exe,294,KhungCode_Auto.MainWindow,_IsDoanChat,0x0001,
Auto_ThanLong_obfusca.exe,295,KhungCode_Auto.MainWindow,_HenGio,0x0001,scheduler
Auto_ThanLong_obfusca.exe,296,KhungCode_Auto.MainWindow,_IsSelectAllDevice,0x0001,
Auto_ThanLong_obfusca.exe,297,KhungCode_Auto.MainWindow,timerCheckDevices,0x0001,
Auto_ThanLong_obfusca.exe,298,KhungCode_Auto.MainWindow,timerCheckHenGio,0x0001,scheduler
Auto_ThanLong_obfusca.exe,299,KhungCode_Auto.MainWindow,timer,0x0001,
Auto_ThanLong_obfusca.exe,300,KhungCode_Auto.MainWindow,version,0x0001,
Auto_ThanLong_obfusca.exe,301,KhungCode_Auto.MainWindow,dragMgr,0x0001,
Auto_ThanLong_obfusca.exe,302,KhungCode_Auto.MainWindow,timerCheckAuthorize,0x0001,
Auto_ThanLong_obfusca.exe,303,KhungCode_Auto.MainWindow,sltab,0x0016,
Auto_ThanLong_obfusca.exe,304,KhungCode_Auto.MainWindow,KEYYY,0x0016,
Auto_ThanLong_obfusca.exe,305,KhungCode_Auto.MainWindow,isHetAcc,0x0001,
Auto_ThanLong_obfusca.exe,306,KhungCode_Auto.MainWindow,QueueDeviceGetAcc,0x0001,account_login
Auto_ThanLong_obfusca.exe,307,KhungCode_Auto.MainWindow,QueueDeviceGetToaDo,0x0001,
Auto_ThanLong_obfusca.exe,308,KhungCode_Auto.MainWindow,thuylaoTeam1,0x0001,activity_thuylao
Auto_ThanLong_obfusca.exe,309,KhungCode_Auto.MainWindow,thuylaoTeam2,0x0001,activity_thuylao
Auto_ThanLong_obfusca.exe,310,KhungCode_Auto.MainWindow,thuylaoTeam3,0x0001,activity_thuylao
Auto_ThanLong_obfusca.exe,311,KhungCode_Auto.MainWindow,thuylaoTeam4,0x0001,activity_thuylao
Auto_ThanLong_obfusca.exe,312,KhungCode_Auto.MainWindow,thuylaoTeam5,0x0001,activity_thuylao
Auto_ThanLong_obfusca.exe,313,KhungCode_Auto.MainWindow,thuylaoTeam6,0x0001,activity_thuylao
Auto_ThanLong_obfusca.exe,314,KhungCode_Auto.MainWindow,txbDoanChat1,0x0003,
Auto_ThanLong_obfusca.exe,315,KhungCode_Auto.MainWindow,txbDoanChat,0x0003,
Auto_ThanLong_obfusca.exe,316,KhungCode_Auto.MainWindow,_contentLoaded,0x0001,
Auto_ThanLong_obfusca.exe,317,<<TimerCheckAuthorize_Tick>b__206_0>d,<>1__state,0x0006,
Auto_ThanLong_obfusca.exe,318,<<TimerCheckAuthorize_Tick>b__206_0>d,<>t__builder,0x0006,
Auto_ThanLong_obfusca.exe,319,<<TimerCheckAuthorize_Tick>b__206_0>d,<>4__this,0x0006,
Auto_ThanLong_obfusca.exe,320,<<TimerCheckAuthorize_Tick>b__206_0>d,<flag>5__1,0x0001,
Auto_ThanLong_obfusca.exe,321,<<TimerCheckAuthorize_Tick>b__206_0>d,<isOk>5__2,0x0001,
Auto_ThanLong_obfusca.exe,322,<<TimerCheckAuthorize_Tick>b__206_0>d,<countFalse>5__3,0x0001,
Auto_ThanLong_obfusca.exe,323,<<TimerCheckAuthorize_Tick>b__206_0>d,<>s__4,0x0001,
Auto_ThanLong_obfusca.exe,324,<<TimerCheckAuthorize_Tick>b__206_0>d,<flag2>5__5,0x0001,
Auto_ThanLong_obfusca.exe,325,<<TimerCheckAuthorize_Tick>b__206_0>d,<>s__6,0x0001,
Auto_ThanLong_obfusca.exe,326,<<TimerCheckAuthorize_Tick>b__206_0>d,<>u__1,0x0001,
Auto_ThanLong_obfusca.exe,327,<>c,<>9,0x0036,
Auto_ThanLong_obfusca.exe,328,<>c,<>9__199_0,0x0016,
Auto_ThanLong_obfusca.exe,329,<>c,<>9__201_0,0x0016,
Auto_ThanLong_obfusca.exe,330,<>c,<>9__208_0,0x0016,
Auto_ThanLong_obfusca.exe,331,<>c,<>9__208_1,0x0016,
Auto_ThanLong_obfusca.exe,332,<>c,<>9__209_0,0x0016,
Auto_ThanLong_obfusca.exe,333,<>c,<>9__286_0,0x0016,
Auto_ThanLong_obfusca.exe,334,<>c,<>9__286_1,0x0016,
Auto_ThanLong_obfusca.exe,335,<>c,<>9__286_2,0x0016,
Auto_ThanLong_obfusca.exe,336,<>c,<>9__286_3,0x0016,
Auto_ThanLong_obfusca.exe,337,<>c,<>9__286_4,0x0016,
Auto_ThanLong_obfusca.exe,338,<>c,<>9__286_5,0x0016,
Auto_ThanLong_obfusca.exe,339,<>c,<>9__315_0,0x0016,
Auto_ThanLong_obfusca.exe,340,<>c,<>9__320_1,0x0016,
Auto_ThanLong_obfusca.exe,341,<>c__DisplayClass208_0,item,0x0006,
Auto_ThanLong_obfusca.exe,342,<>c__DisplayClass315_0,device,0x0006,
Auto_ThanLong_obfusca.exe,343,<>c__DisplayClass315_0,<>4__this,0x0006,
Auto_ThanLong_obfusca.exe,344,<>c__DisplayClass315_1,selectedQuest,0x0006,quest_level
Auto_ThanLong_obfusca.exe,345,<>c__DisplayClass315_1,CS$<>8__locals1,0x0006,
Auto_ThanLong_obfusca.exe,346,<>c__DisplayClass320_0,item,0x0006,
Auto_ThanLong_obfusca.exe,347,<>c__DisplayClass320_0,<>4__this,0x0006,
Auto_ThanLong_obfusca.exe,348,<>c__DisplayClass321_0,device,0x0006,
Auto_ThanLong_obfusca.exe,349,<>c__DisplayClass321_0,item,0x0006,
Auto_ThanLong_obfusca.exe,350,<>c__DisplayClass321_1,temp,0x0006,
Auto_ThanLong_obfusca.exe,351,<>c__DisplayClass321_1,CS$<>8__locals1,0x0006,
Auto_ThanLong_obfusca.exe,352,<>c__DisplayClass324_0,quest,0x0006,
Auto_ThanLong_obfusca.exe,353,<AutoUpdaterOnCheckForUpdateEvent>d__200,<>1__state,0x0006,auth_update
Auto_ThanLong_obfusca.exe,354,<AutoUpdaterOnCheckForUpdateEvent>d__200,<>t__builder,0x0006,auth_update
Auto_ThanLong_obfusca.exe,355,<AutoUpdaterOnCheckForUpdateEvent>d__200,args,0x0006,auth_update
