assembly,rid,declaring_type,name,flags,feature_tags
KAutoHelper.dll,230,KAutoHelper.VKeys,VK_OEM_PERIOD,0x8056,
KAutoHelper.dll,231,KAutoHelper.VKeys,VK_OEM_2,0x8056,
KAutoHelper.dll,232,KAutoHelper.VKeys,VK_OEM_3,0x8056,
KAutoHelper.dll,233,KAutoHelper.VKeys,VK_OEM_4,0x8056,
KAutoHelper.dll,234,KAutoHelper.VKeys,VK_OEM_5,0x8056,
KAutoHelper.dll,235,KAutoHelper.VKeys,VK_OEM_6,0x8056,
KAutoHelper.dll,236,KAutoHelper.VKeys,VK_OEM_7,0x8056,
KAutoHelper.dll,237,KAutoHelper.VKeys,VK_OEM_8,0x8056,
KAutoHelper.dll,238,KAutoHelper.EMouseKey,value__,0x0606,
KAutoHelper.dll,239,KAutoHelper.EMouseKey,LEFT,0x8056,
KAutoHelper.dll,240,KAutoHelper.EMouseKey,RIGHT,0x8056,
KAutoHelper.dll,241,KAutoHelper.EMouseKey,DOUBLE_LEFT,0x8056,
KAutoHelper.dll,242,KAutoHelper.EMouseKey,DOUBLE_RIGHT,0x8056,
KAutoHelper.dll,243,KAutoHelper.RECT,Left,0x0006,
KAutoHelper.dll,244,KAutoHelper.RECT,Top,0x0006,
KAutoHelper.dll,245,KAutoHelper.RECT,Right,0x0006,
KAutoHelper.dll,246,KAutoHelper.RECT,Bottom,0x0006,
KAutoHelper.dll,247,KAutoHelper.INPUT,Type,0x0006,
KAutoHelper.dll,248,KAutoHelper.INPUT,Data,0x0006,
KAutoHelper.dll,249,KAutoHelper.MOUSEKEYBDHARDWAREINPUT,Hardware,0x0006,
KAutoHelper.dll,250,KAutoHelper.MOUSEKEYBDHARDWAREINPUT,Keyboard,0x0006,
KAutoHelper.dll,251,KAutoHelper.MOUSEKEYBDHARDWAREINPUT,Mouse,0x0006,
KAutoHelper.dll,252,KAutoHelper.HARDWAREINPUT,Msg,0x0006,
KAutoHelper.dll,253,KAutoHelper.HARDWAREINPUT,ParamL,0x0006,
KAutoHelper.dll,254,KAutoHelper.HARDWAREINPUT,ParamH,0x0006,
KAutoHelper.dll,255,KAutoHelper.KEYBDINPUT,Vk,0x0006,
KAutoHelper.dll,256,KAutoHelper.KEYBDINPUT,Scan,0x0006,
KAutoHelper.dll,257,KAutoHelper.KEYBDINPUT,Flags,0x0006,
KAutoHelper.dll,258,KAutoHelper.KEYBDINPUT,Time,0x0006,
KAutoHelper.dll,259,KAutoHelper.KEYBDINPUT,ExtraInfo,0x0006,
KAutoHelper.dll,260,KAutoHelper.MOUSEINPUT,X,0x0006,
KAutoHelper.dll,261,KAutoHelper.MOUSEINPUT,Y,0x0006,
KAutoHelper.dll,262,KAutoHelper.MOUSEINPUT,MouseData,0x0006,
KAutoHelper.dll,263,KAutoHelper.MOUSEINPUT,Flags,0x0006,
KAutoHelper.dll,264,KAutoHelper.MOUSEINPUT,Time,0x0006,
KAutoHelper.dll,265,KAutoHelper.MOUSEINPUT,ExtraInfo,0x0006,
KAutoHelper.dll,266,KAutoHelper.KeyCode,value__,0x0606,
KAutoHelper.dll,267,KAutoHelper.KeyCode,MEDIA_NEXT_TRACK,0x8056,
KAutoHelper.dll,268,KAutoHelper.KeyCode,MEDIA_PLAY_PAUSE,0x8056,
KAutoHelper.dll,269,KAutoHelper.KeyCode,MEDIA_PREV_TRACK,0x8056,
KAutoHelper.dll,270,KAutoHelper.KeyCode,MEDIA_STOP,0x8056,
KAutoHelper.dll,271,KAutoHelper.KeyCode,ADD,0x8056,
KAutoHelper.dll,272,KAutoHelper.KeyCode,MULTIPLY,0x8056,
KAutoHelper.dll,273,KAutoHelper.KeyCode,DIVIDE,0x8056,
KAutoHelper.dll,274,KAutoHelper.KeyCode,SUBTRACT,0x8056,
KAutoHelper.dll,275,KAutoHelper.KeyCode,BROWSER_BACK,0x8056,
KAutoHelper.dll,276,KAutoHelper.KeyCode,BROWSER_FAVORITES,0x8056,
KAutoHelper.dll,277,KAutoHelper.KeyCode,BROWSER_FORWARD,0x8056,
KAutoHelper.dll,278,KAutoHelper.KeyCode,BROWSER_HOME,0x8056,
KAutoHelper.dll,279,KAutoHelper.KeyCode,BROWSER_REFRESH,0x8056,
KAutoHelper.dll,280,KAutoHelper.KeyCode,BROWSER_SEARCH,0x8056,
KAutoHelper.dll,281,KAutoHelper.KeyCode,BROWSER_STOP,0x8056,
KAutoHelper.dll,282,KAutoHelper.KeyCode,NUMPAD0,0x8056,
KAutoHelper.dll,283,KAutoHelper.KeyCode,NUMPAD1,0x8056,
KAutoHelper.dll,284,KAutoHelper.KeyCode,NUMPAD2,0x8056,
KAutoHelper.dll,285,KAutoHelper.KeyCode,NUMPAD3,0x8056,
KAutoHelper.dll,286,KAutoHelper.KeyCode,NUMPAD4,0x8056,
KAutoHelper.dll,287,KAutoHelper.KeyCode,NUMPAD5,0x8056,
KAutoHelper.dll,288,KAutoHelper.KeyCode,NUMPAD6,0x8056,
KAutoHelper.dll,289,KAutoHelper.KeyCode,NUMPAD7,0x8056,
KAutoHelper.dll,290,KAutoHelper.KeyCode,NUMPAD8,0x8056,
KAutoHelper.dll,291,KAutoHelper.KeyCode,NUMPAD9,0x8056,
KAutoHelper.dll,292,KAutoHelper.KeyCode,F1,0x8056,
KAutoHelper.dll,293,KAutoHelper.KeyCode,F10,0x8056,
KAutoHelper.dll,294,KAutoHelper.KeyCode,F11,0x8056,
KAutoHelper.dll,295,KAutoHelper.KeyCode,F12,0x8056,
KAutoHelper.dll,296,KAutoHelper.KeyCode,F13,0x8056,
KAutoHelper.dll,297,KAutoHelper.KeyCode,F14,0x8056,
KAutoHelper.dll,298,KAutoHelper.KeyCode,F15,0x8056,
KAutoHelper.dll,299,KAutoHelper.KeyCode,F16,0x8056,
KAutoHelper.dll,300,KAutoHelper.KeyCode,F17,0x8056,
KAutoHelper.dll,301,KAutoHelper.KeyCode,F18,0x8056,
KAutoHelper.dll,302,KAutoHelper.KeyCode,F19,0x8056,
KAutoHelper.dll,303,KAutoHelper.KeyCode,F2,0x8056,
KAutoHelper.dll,304,KAutoHelper.KeyCode,F20,0x8056,
KAutoHelper.dll,305,KAutoHelper.KeyCode,F21,0x8056,
KAutoHelper.dll,306,KAutoHelper.KeyCode,F22,0x8056,
KAutoHelper.dll,307,KAutoHelper.KeyCode,F23,0x8056,
KAutoHelper.dll,308,KAutoHelper.KeyCode,F24,0x8056,
KAutoHelper.dll,309,KAutoHelper.KeyCode,F3,0x8056,
KAutoHelper.dll,310,KAutoHelper.KeyCode,F4,0x8056,
KAutoHelper.dll,311,KAutoHelper.KeyCode,F5,0x8056,
KAutoHelper.dll,312,KAutoHelper.KeyCode,F6,0x8056,
KAutoHelper.dll,313,KAutoHelper.KeyCode,F7,0x8056,
KAutoHelper.dll,314,KAutoHelper.KeyCode,F8,0x8056,
KAutoHelper.dll,315,KAutoHelper.KeyCode,F9,0x8056,
KAutoHelper.dll,316,KAutoHelper.KeyCode,OEM_1,0x8056,
KAutoHelper.dll,317,KAutoHelper.KeyCode,OEM_102,0x8056,
KAutoHelper.dll,318,KAutoHelper.KeyCode,OEM_2,0x8056,
KAutoHelper.dll,319,KAutoHelper.KeyCode,OEM_3,0x8056,
KAutoHelper.dll,320,KAutoHelper.KeyCode,OEM_4,0x8056,
KAutoHelper.dll,321,KAutoHelper.KeyCode,OEM_5,0x8056,
KAutoHelper.dll,322,KAutoHelper.KeyCode,OEM_6,0x8056,
KAutoHelper.dll,323,KAutoHelper.KeyCode,OEM_7,0x8056,
KAutoHelper.dll,324,KAutoHelper.KeyCode,OEM_8,0x8056,
KAutoHelper.dll,325,KAutoHelper.KeyCode,OEM_CLEAR,0x8056,
KAutoHelper.dll,326,KAutoHelper.KeyCode,OEM_COMMA,0x8056,
KAutoHelper.dll,327,KAutoHelper.KeyCode,OEM_MINUS,0x8056,
KAutoHelper.dll,328,KAutoHelper.KeyCode,OEM_PERIOD,0x8056,
KAutoHelper.dll,329,KAutoHelper.KeyCode,OEM_PLUS,0x8056,
KAutoHelper.dll,330,KAutoHelper.KeyCode,KEY_0,0x8056,
KAutoHelper.dll,331,KAutoHelper.KeyCode,KEY_1,0x8056,
KAutoHelper.dll,332,KAutoHelper.KeyCode,KEY_2,0x8056,
KAutoHelper.dll,333,KAutoHelper.KeyCode,KEY_3,0x8056,
KAutoHelper.dll,334,KAutoHelper.KeyCode,KEY_4,0x8056,
KAutoHelper.dll,335,KAutoHelper.KeyCode,KEY_5,0x8056,
KAutoHelper.dll,336,KAutoHelper.KeyCode,KEY_6,0x8056,
KAutoHelper.dll,337,KAutoHelper.KeyCode,KEY_7,0x8056,
KAutoHelper.dll,338,KAutoHelper.KeyCode,KEY_8,0x8056,
KAutoHelper.dll,339,KAutoHelper.KeyCode,KEY_9,0x8056,
KAutoHelper.dll,340,KAutoHelper.KeyCode,KEY_A,0x8056,
KAutoHelper.dll,341,KAutoHelper.KeyCode,KEY_B,0x8056,
KAutoHelper.dll,342,KAutoHelper.KeyCode,KEY_C,0x8056,
KAutoHelper.dll,343,KAutoHelper.KeyCode,KEY_D,0x8056,
KAutoHelper.dll,344,KAutoHelper.KeyCode,KEY_E,0x8056,
KAutoHelper.dll,345,KAutoHelper.KeyCode,KEY_F,0x8056,
KAutoHelper.dll,346,KAutoHelper.KeyCode,KEY_G,0x8056,
KAutoHelper.dll,347,KAutoHelper.KeyCode,KEY_H,0x8056,
KAutoHelper.dll,348,KAutoHelper.KeyCode,KEY_I,0x8056,
KAutoHelper.dll,349,KAutoHelper.KeyCode,KEY_J,0x8056,
KAutoHelper.dll,350,KAutoHelper.KeyCode,KEY_K,0x8056,
KAutoHelper.dll,351,KAutoHelper.KeyCode,KEY_L,0x8056,
KAutoHelper.dll,352,KAutoHelper.KeyCode,KEY_M,0x8056,
KAutoHelper.dll,353,KAutoHelper.KeyCode,KEY_N,0x8056,
KAutoHelper.dll,354,KAutoHelper.KeyCode,KEY_O,0x8056,
KAutoHelper.dll,355,KAutoHelper.KeyCode,KEY_P,0x8056,
KAutoHelper.dll,356,KAutoHelper.KeyCode,KEY_Q,0x8056,
KAutoHelper.dll,357,KAutoHelper.KeyCode,KEY_R,0x8056,
KAutoHelper.dll,358,KAutoHelper.KeyCode,KEY_S,0x8056,
KAutoHelper.dll,359,KAutoHelper.KeyCode,KEY_T,0x8056,
KAutoHelper.dll,360,KAutoHelper.KeyCode,KEY_U,0x8056,
KAutoHelper.dll,361,KAutoHelper.KeyCode,KEY_V,0x8056,
KAutoHelper.dll,362,KAutoHelper.KeyCode,KEY_W,0x8056,
KAutoHelper.dll,363,KAutoHelper.KeyCode,KEY_X,0x8056,
KAutoHelper.dll,364,KAutoHelper.KeyCode,KEY_Y,0x8056,
KAutoHelper.dll,365,KAutoHelper.KeyCode,KEY_Z,0x8056,
KAutoHelper.dll,366,KAutoHelper.KeyCode,VOLUME_DOWN,0x8056,
KAutoHelper.dll,367,KAutoHelper.KeyCode,VOLUME_MUTE,0x8056,
KAutoHelper.dll,368,KAutoHelper.KeyCode,VOLUME_UP,0x8056,
KAutoHelper.dll,369,KAutoHelper.KeyCode,SNAPSHOT,0x8056,
KAutoHelper.dll,370,KAutoHelper.KeyCode,RightClick,0x8056,
KAutoHelper.dll,371,KAutoHelper.KeyCode,BACKSPACE,0x8056,
KAutoHelper.dll,372,KAutoHelper.KeyCode,CANCEL,0x8056,
KAutoHelper.dll,373,KAutoHelper.KeyCode,CAPS_LOCK,0x8056,
KAutoHelper.dll,374,KAutoHelper.KeyCode,CONTROL,0x8056,
KAutoHelper.dll,375,KAutoHelper.KeyCode,ALT,0x8056,
KAutoHelper.dll,376,KAutoHelper.KeyCode,DECIMAL,0x8056,
KAutoHelper.dll,377,KAutoHelper.KeyCode,DELETE,0x8056,
KAutoHelper.dll,378,KAutoHelper.KeyCode,DOWN,0x8056,
KAutoHelper.dll,379,KAutoHelper.KeyCode,END,0x8056,
KAutoHelper.dll,380,KAutoHelper.KeyCode,ESC,0x8056,
KAutoHelper.dll,381,KAutoHelper.KeyCode,HOME,0x8056,
KAutoHelper.dll,382,KAutoHelper.KeyCode,INSERT,0x8056,
KAutoHelper.dll,383,KAutoHelper.KeyCode,LAUNCH_APP1,0x8056,
KAutoHelper.dll,384,KAutoHelper.KeyCode,LAUNCH_APP2,0x8056,
KAutoHelper.dll,385,KAutoHelper.KeyCode,LAUNCH_MAIL,0x8056,
KAutoHelper.dll,386,KAutoHelper.KeyCode,LAUNCH_MEDIA_SELECT,0x8056,
KAutoHelper.dll,387,KAutoHelper.KeyCode,LCONTROL,0x8056,
KAutoHelper.dll,388,KAutoHelper.KeyCode,LEFT,0x8056,
KAutoHelper.dll,389,KAutoHelper.KeyCode,LSHIFT,0x8056,
KAutoHelper.dll,390,KAutoHelper.KeyCode,LWIN,0x8056,
KAutoHelper.dll,391,KAutoHelper.KeyCode,PAGEDOWN,0x8056,
KAutoHelper.dll,392,KAutoHelper.KeyCode,NUMLOCK,0x8056,
KAutoHelper.dll,393,KAutoHelper.KeyCode,PAGE_UP,0x8056,
KAutoHelper.dll,394,KAutoHelper.KeyCode,RCONTROL,0x8056,
KAutoHelper.dll,395,KAutoHelper.KeyCode,ENTER,0x8056,
KAutoHelper.dll,396,KAutoHelper.KeyCode,RIGHT,0x8056,
KAutoHelper.dll,397,KAutoHelper.KeyCode,RSHIFT,0x8056,
KAutoHelper.dll,398,KAutoHelper.KeyCode,RWIN,0x8056,
KAutoHelper.dll,399,KAutoHelper.KeyCode,SHIFT,0x8056,
KAutoHelper.dll,400,KAutoHelper.KeyCode,SPACE_BAR,0x8056,
KAutoHelper.dll,401,KAutoHelper.KeyCode,TAB,0x8056,
KAutoHelper.dll,402,KAutoHelper.KeyCode,UP,0x8056,
KAutoHelper.dll,403,KAutoHelper.Get_Text_From_Image,saisot,0x0011,
KAutoHelper.dll,404,KAutoHelper.Get_Text_From_Image,red,0x0011,
KAutoHelper.dll,405,KAutoHelper.Get_Text_From_Image,collor_Byte_Start,0x0011,
KAutoHelper.dll,406,KAutoHelper.Get_Text_From_Image,path_langue,0x0011,
KAutoHelper.dll,407,KAutoHelper.Get_Text_From_Image,TempFolder,0x0011,
KAutoHelper.dll,408,KAutoHelper.Get_Text_From_Image,StandarFolder,0x0011,
KAutoHelper.dll,409,KAutoHelper.Get_Text_From_Image,TemplateColors,0x0011,
KAutoHelper.dll,410,KAutoHelper.ProcessHelper,windowTitles,0x0016,
KAutoHelper.dll,411,KAutoHelper.Port,<port_number>k__BackingField,0x0001,
KAutoHelper.dll,412,KAutoHelper.Port,<process_name>k__BackingField,0x0001,
KAutoHelper.dll,413,KAutoHelper.Port,<protocol>k__BackingField,0x0001,
KAutoHelper.dll,414,KAutoHelper.Port,<pid>k__BackingField,0x0001,
KAutoHelper.dll,415,KAutoHelper.ParentProcessUtilities,Reserved1,0x0003,
KAutoHelper.dll,416,KAutoHelper.ParentProcessUtilities,PebBaseAddress,0x0003,
KAutoHelper.dll,417,KAutoHelper.ParentProcessUtilities,Reserved2_0,0x0003,
KAutoHelper.dll,418,KAutoHelper.ParentProcessUtilities,Reserved2_1,0x0003,
KAutoHelper.dll,419,KAutoHelper.ParentProcessUtilities,UniqueProcessId,0x0003,
KAutoHelper.dll,420,KAutoHelper.ParentProcessUtilities,InheritedFromUniqueProcessId,0x0003,
KAutoHelper.dll,421,<>c__DisplayClass13_0,port,0x0006,
KAutoHelper.dll,422,<>c__DisplayClass13_0,abc,0x0006,
KAutoHelper.dll,423,MouseEventFlags,value__,0x0606,
KAutoHelper.dll,424,MouseEventFlags,LEFTDOWN,0x8056,
KAutoHelper.dll,425,MouseEventFlags,LEFTUP,0x8056,
KAutoHelper.dll,426,MouseEventFlags,MIDDLEDOWN,0x8056,
KAutoHelper.dll,427,MouseEventFlags,MIDDLEUP,0x8056,
KAutoHelper.dll,428,MouseEventFlags,MOVE,0x8056,
KAutoHelper.dll,429,MouseEventFlags,ABSOLUTE,0x8056,
KAutoHelper.dll,430,MouseEventFlags,RIGHTDOWN,0x8056,
KAutoHelper.dll,431,MouseEventFlags,RIGHTUP,0x8056,
KAutoHelper.dll,432,MouseEventFlags,WHEEL,0x8056,
KAutoHelper.dll,433,MouseEventFlags,XDOWN,0x8056,
KAutoHelper.dll,434,MouseEventFlags,XUP,0x8056,
KAutoHelper.dll,435,MouseEventFlags,XBUTTON1,0x8056,
KAutoHelper.dll,436,MouseEventFlags,XBUTTON2,0x8056,
KAutoHelper.dll,437,<>c,<>9,0x0036,
KAutoHelper.dll,438,<>c,<>9__30_0,0x0016,
KAutoHelper.dll,439,<>c,<>9__34_0,0x0016,
KAutoHelper.dll,440,<>c__DisplayClass35_0,className,0x0006,
KAutoHelper.dll,441,<>c__DisplayClass35_0,text,0x0006,
KAutoHelper.dll,442,<>c__DisplayClass36_0,className,0x0006,
KAutoHelper.dll,443,<>c__DisplayClass36_0,text,0x0006,
KAutoHelper.dll,444,<>c__DisplayClass4_0,proc,0x0006,
KAutoHelper.dll,445,<>c__DisplayClass4_0,processes,0x0006,
KAutoHelper.dll,446,<>c__DisplayClass4_0,className,0x0006,
KAutoHelper.dll,447,<>c__DisplayClass4_0,handleList,0x0006,
KAutoHelper.dll,448,<>c__DisplayClass4_1,processId,0x0006,
KAutoHelper.dll,449,GDI32,SRCCOPY,0x8056,
KAutoHelper.dll,450,<>c__DisplayClass9_0,Bm_image_sour,0x0006,
KAutoHelper.dll,451,<>c__DisplayClass9_0,Bm_image,0x0006,
KAutoHelper.dll,452,<>c__DisplayClass9_0,_height,0x0006,
KAutoHelper.dll,453,<>c__DisplayClass9_0,_width,0x0006,
KAutoHelper.dll,454,<>c__DisplayClass10_0,width_stop,0x0006,
KAutoHelper.dll,455,<>c__DisplayClass10_0,width_start,0x0006,
KAutoHelper.dll,456,<>c__DisplayClass10_0,_height_bottom,0x0006,
KAutoHelper.dll,457,<>c__DisplayClass10_0,_height_top,0x0006,
KAutoHelper.dll,458,<>c__DisplayClass10_0,image,0x0006,
KAutoHelper.dll,459,<>c__DisplayClass10_0,name,0x0006,
KAutoHelper.dll,460,<>c__DisplayClass10_0,cout_picture,0x0006,
KAutoHelper.dll,461,RECT,left,0x0006,
KAutoHelper.dll,462,RECT,top,0x0006,
KAutoHelper.dll,463,RECT,right,0x0006,
KAutoHelper.dll,464,RECT,bottom,0x0006,
