feature,assembly,declaring_type,method,rid,rva,body_status
inventory_sell,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,toinpcbanitem_daily,683,0x29D860,protected_or_nonstandard
travel_navigation,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,toinpcbanitem_daily,683,0x29D860,protected_or_nonstandard
travel_navigation,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,toinpc_duoc,684,0x29DD20,protected_or_nonstandard
travel_navigation,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,toinpc_pet_daily,685,0x29DF48,valid_il_header
pet_mount,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,toinpc_pet_daily,685,0x29DF48,valid_il_header
heal_buff,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,trilieutochaux,686,0x29E224,protected_or_nonstandard
heal_buff,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,trilieudaily,687,0x29E950,protected_or_nonstandard
travel_navigation,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,checkdichuyen,688,0x29F044,protected_or_nonstandard
pet_mount,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,phudaily,689,0x29F7F0,protected_or_nonstandard
activity_thuylao,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,setupautothuylao,690,0x2A0008,protected_or_nonstandard
train_combat,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,setupautotrain,691,0x2A173C,protected_or_nonstandard
heal_buff,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,lienketmau_manalenauto,693,0x2A45DC,protected_or_nonstandard
activity_tbd,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,nhannvTBD,695,0x2A5B64,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,nhannvTBD,695,0x2A5B64,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,tranvTBD,696,0x2A6988,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,huynvTBD,697,0x2A6E2C,protected_or_nonstandard
activity_tbd,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,laylenhbai,698,0x2A73AC,protected_or_nonstandard
activity_tbd,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,checklenhbai,699,0x2A77A8,protected_or_nonstandard
activity_tbd,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,check_dinhviphu,700,0x2A87A4,valid_il_header
pet_mount,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,lenngua,702,0x2AB5B0,valid_il_header
pet_mount,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,xuongngua,703,0x2ABB08,protected_or_nonstandard
pet_mount,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,dungphuvetochau,704,0x2ABFF0,valid_il_header
account_login,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,vaolaigame,705,0x2AC75C,protected_or_nonstandard
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,getsonhieuchotrenscreen,706,0x2AD6F4,valid_il_header
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,getnhieuvitrihinhanh,707,0x2ADE08,protected_or_nonstandard
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,ScaleImage,709,0x2AE2F0,protected_or_nonstandard
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,ResizeImage,710,0x2AE3E4,protected_or_nonstandard
travel_navigation,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,laytoadotrongGame,711,0x2AE6A0,protected_or_nonstandard
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,laytoadotrongGame,711,0x2AE6A0,protected_or_nonstandard
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,FindImage,712,0x2AE970,protected_or_nonstandard
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,FindImage_OK,713,0x2AEC6C,valid_il_header
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,FindImage_OutPoint,715,0x2AEF74,valid_il_header
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,FindAndClick,716,0x2AF0BC,protected_or_nonstandard
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,FindAndClick_OK,717,0x2AF4FC,protected_or_nonstandard
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,FindAndClick_OnPoint,718,0x2AF838,protected_or_nonstandard
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,FindAndClick_Color,719,0x2AFAC4,protected_or_nonstandard
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,FindAndClick_Color_TBDTim,720,0x2AFE3C,valid_il_header
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,FindImage_Color_TBDTim,721,0x2B01A8,valid_il_header
heal_buff,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,SoluongImage_mau,722,0x2B04DC,protected_or_nonstandard
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,SoluongImage_mau,722,0x2B04DC,protected_or_nonstandard
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,SoluongImage,723,0x2B0930,protected_or_nonstandard
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,FindAndClick_OnPoint_Color,724,0x2B0BA4,protected_or_nonstandard
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,FindColor,725,0x2B0EE0,protected_or_nonstandard
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,FindAndClick_Until_Found,730,0x2B15A4,valid_il_header
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,FindAndClick_OnPoint_Until_Found,731,0x2B1704,protected_or_nonstandard
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,Not_FindAndClick_OnPoint_Until_Found,732,0x2B1828,protected_or_nonstandard
vision_perception,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,Not_FindAndClick_OnPoint,733,0x2B1914,protected_or_nonstandard
core_orchestration,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,StartQuestDevice,735,0x2B1BDC,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,StartQuestDevice,735,0x2B1BDC,protected_or_nonstandard
captcha,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,SoveNormalCapt,736,0x2B2188,protected_or_nonstandard
captcha,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,Nomal,737,0x2B2238,protected_or_nonstandard
core_orchestration,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,StartAllSelectedDevice,740,0x2B23F8,valid_il_header
account_login,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,GetAcc,741,0x2B2458,valid_il_header
auth_update,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,<AutoUpdaterOnCheckForUpdateEvent>b__200_0,759,0x2B5D48,protected_or_nonstandard
core_orchestration,Auto_ThanLong_obfusca.exe,KhungCode_Auto.MainWindow,<StartAllSelectedDevice>b__320_0,761,0x2B5DE8,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,.ctor,1001,0x2BBA14,valid_il_header
core_orchestration,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,get_QuestThread,1002,0x2BBA80,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,get_QuestThread,1002,0x2BBA80,protected_or_nonstandard
core_orchestration,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,set_QuestThread,1003,0x2BBAC8,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,set_QuestThread,1003,0x2BBAC8,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,get_DeviceID,1004,0x2BBAF0,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,set_DeviceID,1005,0x2BBB4C,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,get_Device,1006,0x2BBB74,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,set_Device,1007,0x2BBBD0,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,get_IsRuningQuest,1008,0x2BBC24,valid_il_header
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,set_IsRuningQuest,1009,0x2BBC6C,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,get_QuestToDo,1010,0x2BBCD0,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,set_QuestToDo,1011,0x2BBD2C,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,get_ThoiGian,1012,0x2BBD54,valid_il_header
scheduler,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,get_ThoiGian,1012,0x2BBD54,valid_il_header
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,set_ThoiGian,1013,0x2BBD9C,valid_il_header
scheduler,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,set_ThoiGian,1013,0x2BBD9C,valid_il_header
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,get_IsThoiGian,1014,0x2BBE14,protected_or_nonstandard
scheduler,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,get_IsThoiGian,1014,0x2BBE14,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,set_IsThoiGian,1015,0x2BBE5C,protected_or_nonstandard
scheduler,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,set_IsThoiGian,1015,0x2BBE5C,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,get_Isslnhanvat,1016,0x2BBEB0,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,set_Isslnhanvat,1017,0x2BBF0C,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,get_Status,1018,0x2BBF84,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,set_Status,1019,0x2BBFE0,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,get_QuestName,1020,0x2BC044,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,set_QuestName,1021,0x2BC08C,valid_il_header
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,get_IsSelected,1022,0x2BC0F0,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,set_IsSelected,1023,0x2BC14C,valid_il_header
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,get_Color,1024,0x2BC1A0,valid_il_header
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,set_Color,1025,0x2BC1E8,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,get_EStatus,1026,0x2BC244,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,set_EStatus,1027,0x2BC28C,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,get_IsLeader,1028,0x2BC3FC,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,set_IsLeader,1029,0x2BC414,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,add_PropertyChanged,1030,0x2BC43C,valid_il_header
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,remove_PropertyChanged,1031,0x2BC4B8,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,OnPropertyChanged,1032,0x2BC534,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,‎‭​⁬⁮‌​‮‭⁬⁯‍‍‭‬‭‏​⁪‮‬⁪‎‌‏‏‮‪‫⁪⁭⁯⁫‪⁬‫‫⁬‬⁪‮,1033,0x253820,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,⁭​⁭⁫‍‍‪‎⁮‭‮⁬‌‍‭⁬‌⁭⁮‫‪‍⁬‍⁪‌‌‏‫⁯⁪⁮‬⁬⁫‭‭‬⁪‮,1034,0x253834,protected_or_nonstandard
quest_level,Auto_ThanLong_obfusca.exe,KhungCode_Auto.QuestInfo,‍‪⁬⁫‭‏⁫‌‌‎⁫‌‭⁮⁪‍‪‫‭⁬‍⁯⁮⁭⁫⁪‪⁮‬‏‭‫⁫⁯⁭‬⁬‬⁯‪‮,1035,0x257AB0,protected_or_nonstandard
